1645623239.0070,200944,199944
1645623239.5306,209213,187032
1645623240.0768,218191,146800
1645623240.5964,227100,154616
1645623241.1265,236554,173504
1645623241.6490,246250,188432
1645623242.1555,256048,237008
1645623242.6723,266420,251960
1645623243.2042,277575,210368
1645623243.7309,289042,222672
1645623244.2329,300427,255448
1645623244.7806,313368,253920
1645623245.3065,326288,253376
1645623245.8311,339741,279344
1645623246.3341,353177,287344
1645623246.8379,367117,375656
1645623247.3394,381577,388520
1645623247.8417,396607,343440
1645623248.3515,412483,359976
1645623248.8531,428697,358600
1645623249.3663,445960,367640
1645623249.9110,465063,367952
1645623250.4509,484797,373848
1645623251.0068,505991,434616
1645623251.5143,526165,502688
1645623252.0175,546932,465472
1645623252.5323,569044,476960
1645623253.0478,592050,480800
1645623253.5510,615418,488888
1645623254.0561,639807,573152
1645623254.5680,665521,573000
1645623255.0772,692162,638832
1645623255.5837,719648,645592
1645623256.0908,748283,635232
1645623256.6227,779555,647520
1645623257.1274,810449,659344
1645623257.6375,842891,668992
1645623258.1421,876295,711696
1645623258.6555,911584,769408
1645623259.1636,947929,843360
1645623259.6724,985799,955712
1645623260.1915,1025971,933248
1645623260.7078,1067534,933008
1645623261.2161,1110097,950888
1645623261.7178,1153824,975848
1645623262.2277,1200012,1030272
1645623262.7418,1248433,1032568
1645623263.2436,1297609,1043920
1645623263.7505,1349241,1263448
1645623264.2538,1402496,1316552
1645623264.7555,1457740,1267696
1645623265.2617,1515627,1301160
1645623265.7633,1575328,1313032
1645623266.2716,1638137,1408328
1645623266.7727,1702532,1489392
1645623267.2812,1770549,1458384
1645623267.7916,1841425,1664200
1645623268.2971,1914401,1783872
1645623268.7984,1989656,1594208
1645623269.3072,2069303,1699872
1645623269.8179,2152138,1697952
1645623270.3330,2239150,1708200
1645623270.8342,2327351,1691760
1645623271.3497,2421447,1659040
1645623271.8502,2516635,1686416
1645623272.3641,2516635,1654648
1645623272.8752,2516635,1655808
1645623273.3878,2541136,1687424
1645623273.8146,1132676,1332560
1645623273.8443,1095058,1288304
1645623273.8750,1102443,1296992
1645623273.8798,1102525,1297088
1645623273.9212,1029221,1210848
1645623273.9273,1020870,1201024
1645623273.9676,996771,1172672
1645623273.9724,1004238,1181456
1645623273.9769,1004319,1181552
1645623274.0136,919530,1081800
1645623274.0185,926833,1090392
1645623274.0595,854801,1005648
1645623274.0642,862104,1014240
1645623274.0900,818938,963456
1645623274.0946,819019,963552
1645623274.0988,826608,972480
1645623274.1363,763946,898760
1645623274.1411,771542,907696
1645623274.1825,725710,853776
1645623274.1873,725791,853872
1645623274.1922,732931,862272
1645623274.2286,666516,784136
1645623274.2340,635168,747256
1645623274.2747,586316,689784
1645623274.2791,593538,698280
1645623274.3054,578626,680736
1645623274.3094,578707,680832
1645623274.3134,586106,689536
1645623274.3515,553078,650680
1645623274.3557,560402,659296
1645623274.3975,490246,576760
1645623274.4017,497651,585472
1645623274.4438,445373,523968
1645623274.4493,445454,524064
1645623274.4552,453370,533376
1645623274.4899,369913,435192
1645623274.4954,362814,426840
1645623274.5360,362848,426880
1645623274.5412,347181,408448
1645623274.5821,339320,399200
1645623274.5872,347324,408616
1645623274.6282,340027,400032
1645623274.6329,340109,400128
1645623274.6372,347351,408648
1645623274.6742,339293,399168
1645623274.6784,346535,407688
1645623274.7205,338477,398208
1645623274.7248,345719,406728
1645623274.7514,337661,397248
1645623274.7557,344903,405768
