1011141051,1653484313.4780,1000,1000
1011141051,1653484313.4849,1000,1000
1011141051,1653484313.4901,1000,1000
1011141051,1653484313.4945,1832000,1832000
1011141051,1653484313.5000,1888000,1888000
1011141051,1653484313.5051,1856000,1856000
1011141051,1653484313.5103,1888000,1888000
1011141051,1653484313.5156,1912000,1912000
1011141051,1653484313.5202,1928000,1928000
1011141051,1653484313.5248,1984000,1984000
1011141051,1653484313.5306,2000000,2000000
1011141051,1653484313.5355,1968000,1968000
1011141051,1653484313.5404,1976000,1976000
1011141051,1653484313.5464,1952000,1952000
1011141051,1653484313.5510,1960000,1960000
1011141051,1653484313.5554,2000000,2000000
1011141051,1653484313.5609,2024000,2024000
1011141051,1653484313.5658,2008000,2008000
1011141051,1653484313.5706,2008000,2008000
1011141051,1653484313.5766,1992000,1992000
1011141051,1653484313.5817,2000000,2000000
1011141051,1653484313.5862,2000000,2000000
1011141051,1653484313.5918,2024000,2024000
1011141051,1653484313.5970,1992000,1992000
1011141051,1653484313.6018,2008000,2008000
1011141051,1653484313.6082,2000000,2000000
1011141051,1653484313.6133,1984000,1984000
1011141051,1653484313.6182,1984000,1984000
1011141051,1653484313.6235,2008000,2008000
1011141051,1653484313.6288,1992000,1992000
1011141051,1653484313.6341,1984000,1984000
1011141051,1653484313.6393,1984000,1984000
1011141051,1653484313.6447,1992000,1992000
1011141051,1653484313.6495,1992000,1992000
1011141051,1653484313.6545,1992000,1992000
1011141051,1653484313.6596,2000000,2000000
1011141051,1653484313.6651,2000000,2000000
1011141051,1653484313.6706,1992000,1992000
1011141051,1653484313.6762,1992000,1992000
1011141051,1653484313.6814,1984000,1984000
1011141051,1653484313.6870,1984000,1984000
1011141051,1653484313.6922,1992000,1992000
1011141051,1653484313.6978,1984000,1984000
1011141051,1653484313.7034,1976000,1976000
1011141051,1653484313.7091,1976000,1976000
1011141051,1653484313.7153,1968000,1968000
1011141051,1653484313.7205,1968000,1968000
1011141051,1653484313.7257,1968000,1968000
1011141051,1653484313.7321,1960000,1960000
1011141051,1653484313.7380,1960000,1960000
1011141051,1653484313.7439,1952000,1952000
1011141051,1653484313.7503,1968000,1968000
1011141051,1653484313.7563,1960000,1960000
1011141051,1653484313.7627,1944000,1944000
1011141051,1653484313.7685,1936000,1936000
1011141051,1653484313.7739,1936000,1936000
1011141051,1653484313.7801,1928000,1928000
1011141051,1653484313.7855,1920000,1920000
1011141051,1653484313.7906,1896000,1896000
1011144051,1653484313.7962,1888000,1888000
1011144051,1653484313.8027,1888000,1888000
1011144051,1653484313.8114,1856000,1856000
1011147051,1653484313.8176,1856000,1856000
1011147051,1653484313.8252,1832000,1832000
1011147051,1653484313.8310,1816000,1816000
1011150051,1653484313.8368,1808000,1808000
1011150051,1653484313.8430,1808000,1808000
1011150051,1653484313.8494,1800000,1800000
1011150051,1653484313.8555,1744000,1744000
1011153051,1653484313.8614,1752000,1752000
1011153051,1653484313.8670,1744000,1744000
1011153051,1653484313.8731,1744000,1744000
1011153051,1653484313.8785,1712000,1712000
1011156051,1653484313.8838,1704000,1704000
1011156051,1653484313.8893,1696000,1696000
1011156051,1653484313.8963,1688000,1688000
1011156051,1653484313.9028,1664000,1664000
1011159051,1653484313.9092,1656000,1656000
1011159051,1653484313.9148,1648000,1648000
1011159051,1653484313.9207,1640000,1640000
1011159051,1653484313.9259,1632000,1632000
1011162051,1653484313.9327,1624000,1624000
1011162051,1653484313.9384,1608000,1608000
1011162051,1653484313.9448,1608000,1608000
1011162051,1653484313.9504,1592000,1592000
1011165051,1653484313.9560,1576000,1576000
1011165051,1653484313.9625,1576000,1576000
1011165051,1653484313.9685,1576000,1576000
1011165051,1653484313.9748,1560000,1560000
1011168051,1653484313.9807,1560000,1560000
1011168051,1653484313.9861,1568000,1568000
1011168051,1653484313.9913,1568000,1568000
1011168051,1653484313.9973,1552000,1552000
1011171051,1653484314.0035,1552000,1552000
1011171051,1653484314.0106,1560000,1560000
1011171051,1653484314.0163,1552000,1552000
1011171051,1653484314.0217,1520000,1520000
1011174051,1653484314.0280,1512000,1512000
1011174051,1653484314.0336,1520000,1520000
1011174051,1653484314.0410,1512000,1512000
1011174051,1653484314.0467,1472000,1472000
1011177051,1653484314.0522,1472000,1472000
1011177051,1653484314.0577,1488000,1488000
1011177051,1653484314.0648,1480000,1480000
1011177051,1653484314.0717,1496000,1496000
1011180051,1653484314.0791,1496000,1496000
1011180051,1653484314.0844,1488000,1488000
1011180051,1653484314.0896,1520000,1520000
1011180051,1653484314.0949,1496000,1496000
1011183051,1653484314.1006,1496000,1496000
1011183051,1653484314.1064,1496000,1496000
1011183051,1653484314.1144,1480000,1480000
1011183051,1653484314.1197,1496000,1496000
1011186051,1653484314.1258,1496000,1496000
1011186051,1653484314.1316,1488000,1488000
1011186051,1653484314.1383,1480000,1480000
1011186051,1653484314.1439,1496000,1496000
1011189051,1653484314.1495,1496000,1496000
1011189051,1653484314.1548,1496000,1496000
1011189051,1653484314.1601,1512000,1512000
1011189051,1653484314.1658,1504000,1504000
1011192051,1653484314.1725,1504000,1504000
1011192051,1653484314.1790,1512000,1512000
1011192051,1653484314.1845,1504000,1504000
1011192051,1653484314.1896,1488000,1488000
1011195051,1653484314.1951,1488000,1488000
1011195051,1653484314.2009,1496000,1496000
1011195051,1653484314.2069,1496000,1496000
1011195051,1653484314.2134,1472000,1472000
1011198051,1653484314.2190,1472000,1472000
1011198051,1653484314.2255,1480000,1480000
1011198051,1653484314.2317,1464000,1464000
1011198051,1653484314.2373,1472000,1472000
1011201051,1653484314.2440,1472000,1472000
1011201051,1653484314.2493,1464000,1464000
1011201051,1653484314.2545,1464000,1464000
1011201051,1653484314.2598,1472000,1472000
1011204051,1653484314.2657,1472000,1472000
1011204051,1653484314.2727,1472000,1472000
1011204051,1653484314.2793,1464000,1464000
1011204051,1653484314.2844,1480000,1480000
1011207051,1653484314.2902,1480000,1480000
1011207051,1653484314.2960,1480000,1480000
1011207051,1653484314.3030,1472000,1472000
1011207051,1653484314.3082,1488000,1488000
1011210051,1653484314.3138,1488000,1488000
1011210051,1653484314.3191,1496000,1496000
1011210051,1653484314.3260,1496000,1496000
1011210051,1653484314.3317,1504000,1504000
1011213051,1653484314.3387,1504000,1504000
1011213051,1653484314.3443,1520000,1520000
1011213051,1653484314.3500,1520000,1520000
1011213051,1653484314.3553,1512000,1512000
1011216051,1653484314.3613,1536000,1536000
1011216051,1653484314.3671,1536000,1536000
1011216051,1653484314.3737,1536000,1536000
1011216051,1653484314.3798,1536000,1536000
1011219051,1653484314.3852,1560000,1560000
1011219051,1653484314.3904,1568000,1568000
1011219051,1653484314.3959,1576000,1576000
1011219051,1653484314.4016,1568000,1568000
1011222051,1653484314.4096,1592000,1592000
1011222051,1653484314.4152,1592000,1592000
1011222051,1653484314.4204,1584000,1584000
1011222051,1653484314.4263,1576000,1576000
1011225051,1653484314.4323,1592000,1592000
1011225051,1653484314.4378,1608000,1608000
1011225051,1653484314.4449,1592000,1592000
1011225051,1653484314.4505,1600000,1600000
1011225051,1653484314.4564,1576000,1576000
1011228051,1653484314.4617,1576000,1576000
1011228051,1653484314.4683,1576000,1576000
1011228051,1653484314.4744,1608000,1608000
1011228051,1653484314.4816,1600000,1600000
1011231051,1653484314.4890,1592000,1592000
