930112274,1653484746.2626,1000,1300
930112274,1653484746.2684,1000,1300
930112274,1653484746.2738,1000,1300
930112274,1653484746.2787,1944000,1300
930112274,1653484746.2840,1976000,1300
930112274,1653484746.2885,2000000,1300
930112274,1653484746.2931,2008000,1300
930112274,1653484746.2973,2080000,1300
930112274,1653484746.3016,2128000,1300
930112274,1653484746.3059,2120000,1300
930112274,1653484746.3100,2160000,1300
930112274,1653484746.3153,2200000,1300
930112274,1653484746.3200,2144000,1300
930112274,1653484746.3251,2144000,1300
930112274,1653484746.3308,2168000,1300
930112274,1653484746.3356,2136000,1300
930112274,1653484746.3405,2128000,1300
930112274,1653484746.3458,2128000,1300
930112274,1653484746.3511,2120000,1300
930112274,1653484746.3562,2096000,1300
930112274,1653484746.3620,2096000,1300
930112274,1653484746.3668,2096000,1300
930112274,1653484746.3717,2096000,1300
930112274,1653484746.3772,2096000,1300
930112274,1653484746.3820,2080000,1300
930112274,1653484746.3871,2080000,1300
930112274,1653484746.3931,2096000,1300
930112274,1653484746.3991,2048000,1300
930112274,1653484746.4049,2048000,1300
930112274,1653484746.4098,2048000,1300
930112274,1653484746.4147,2048000,1300
930112274,1653484746.4202,2048000,1300
930112274,1653484746.4255,2040000,1300
930112274,1653484746.4308,2040000,1300
930112274,1653484746.4356,2040000,1300
930112274,1653484746.4406,2040000,1300
930112274,1653484746.4454,2040000,1300
930112274,1653484746.4507,2040000,1300
930112274,1653484746.4565,2032000,1300
930112274,1653484746.4622,2032000,1300
930112274,1653484746.4678,2024000,1300
930112274,1653484746.4733,2024000,1300
930112274,1653484746.4784,2016000,1300
930112274,1653484746.4843,2016000,1300
930112274,1653484746.4899,2008000,1300
930112274,1653484746.4954,2008000,1300
930112274,1653484746.5016,2008000,1300
930112274,1653484746.5070,2000000,1300
930112274,1653484746.5123,2000000,1300
930112274,1653484746.5184,1992000,1300
930112274,1653484746.5241,1992000,1300
930112274,1653484746.5328,1984000,1300
930112274,1653484746.5383,1968000,1300
930112274,1653484746.5436,1960000,1300
930112274,1653484746.5490,1960000,1300
930112274,1653484746.5552,1952000,1300
930112274,1653484746.5608,1936000,1300
930112274,1653484746.5667,1920000,1300
930112274,1653484746.5720,1904000,685
930115274,1653484746.5786,1888000,1300
930115274,1653484746.5845,1872000,1300
930115274,1653484746.5902,1832000,360
930118274,1653484746.5981,1824000,1300
930118274,1653484746.6035,1816000,1300
930118274,1653484746.6100,1816000,1241
930121274,1653484746.6158,1808000,1300
930121274,1653484746.6214,1808000,1300
930121274,1653484746.6276,1800000,1300
930121274,1653484746.6330,1768000,153
930124274,1653484746.6382,1760000,1300
930124274,1653484746.6434,1752000,1300
930124274,1653484746.6499,1744000,1300
930124274,1653484746.6570,1704000,386
930127274,1653484746.6631,1712000,1300
930127274,1653484746.6687,1704000,1300
