1652270789.6900,1000,1000
1652270789.6958,1000,1000
1652270789.7007,1000,1000
1652270789.7072,1728000,1728000
1652270789.7119,1808000,1808000
1652270789.7165,1920000,1920000
1652270789.7210,1944000,1944000
1652270789.7257,2016000,2016000
1652270789.7328,1888000,1888000
1652270789.7370,1944000,1944000
1652270789.7411,2000000,2000000
1652270789.7450,2040000,2040000
1652270789.7490,2080000,2080000
1652270789.7531,2112000,2112000
1652270789.7570,2136000,2136000
1652270789.7626,2048000,2048000
1652270789.7667,2024000,2024000
1652270789.7713,2048000,2048000
1652270789.7754,2072000,2072000
1652270789.7799,2072000,2072000
1652270789.7841,2072000,2072000
1652270789.7886,2096000,2096000
1652270789.7939,2096000,2096000
1652270789.7989,2072000,2072000
1652270789.8027,2112000,2112000
1652270789.8064,2120000,2120000
1652270789.8110,2136000,2136000
1652270789.8160,2136000,2136000
1652270789.8208,2136000,2136000
1652270789.8256,2128000,2128000
1652270789.8306,2064000,2064000
1652270789.8346,2080000,2080000
1652270789.8386,2088000,2088000
1652270789.8432,2088000,2088000
1652270789.8474,2096000,2096000
1652270789.8584,2024000,2024000
1652270789.8636,2024000,2024000
1652270789.8682,2040000,2040000
1652270789.8738,2024000,2024000
1652270789.8786,1984000,1984000
1652270789.8834,1984000,1984000
1652270789.8882,1984000,1984000
1652270789.8932,1984000,1984000
1652270789.8976,2000000,2000000
1652270789.9029,1976000,1976000
1652270789.9270,1808000,1808000
1652270789.9345,1808000,1808000
1652270789.9392,1800000,1800000
1652270789.9441,1808000,1808000
1652270789.9493,1800000,1800000
1652270789.9539,1808000,1808000
1652270789.9608,1816000,1816000
1652270789.9661,1800000,1800000
1652270789.9710,1816000,1816000
1652270789.9762,1776000,1776000
1652270789.9815,1760000,1760000
1652270789.9869,1760000,1760000
1652270789.9923,1760000,1760000
1652270789.9978,1768000,1768000
1652270790.0040,1752000,1752000
1652270790.0085,1728000,1728000
1652270790.0141,1728000,1728000
1652270790.0195,1712000,1712000
1652270790.0265,1696000,1696000
1652270790.0854,1232000,1232000
1652270790.0911,1216000,1216000
1652270790.0964,1256000,1256000
1652270790.1015,1232000,1232000
1652270790.1060,1200000,1200000
1652270790.1297,1112000,1112000
1652270790.1349,1096000,1096000
1652270790.1399,1128000,1128000
1652270790.1448,1152000,1152000
1652270790.1500,1120000,1120000
1652270790.1673,1032000,1032000
1652270790.1745,1104000,1104000
1652270790.1812,1120000,1120000
1652270790.1872,1104000,1104000
1652270790.1958,1096000,1096000
1652270790.2026,1088000,1088000
1652270790.2118,1072000,1072000
1652270790.2178,1032000,1032000
1652270790.2244,1024000,1024000
1652270790.2311,1024000,1024000
1652270790.2374,1040000,1040000
1652270790.2427,1040000,1040000
1652270790.2608,952000,952000
1652270790.2657,960000,960000
1652270790.2702,960000,960000
1652270790.2747,976000,976000
1652270790.2868,936000,936000
1652270790.2918,1184000,1184000
1652270790.2967,1208000,1208000
1652270790.3008,1208000,1208000
1652270790.3172,1176000,1176000
1652270790.3227,1192000,1192000
1652270790.3280,1208000,1208000
1652270790.3329,1216000,1216000
1652270790.3502,1176000,1176000
1652270790.3559,1184000,1184000
1652270790.3611,1184000,1184000
1652270790.3657,1184000,1184000
1652270790.3702,1176000,1176000
1652270790.3862,1208000,1208000
1652270790.3923,1224000,1224000
1652270790.3982,1224000,1224000
1652270790.4026,1216000,1216000
1652270790.4120,1208000,1208000
1652270790.4190,1256000,1256000
1652270790.4246,1264000,1264000
1652270790.4299,1272000,1272000
1652270790.4425,1240000,1240000
1652270790.4479,1272000,1272000
1652270790.4531,1280000,1280000
1652270790.4579,1288000,1288000
1652270790.4671,1280000,1280000
1652270790.4738,1304000,1304000
1652270790.4790,1336000,1336000
1652270790.4841,1328000,1328000
1652270790.4995,1280000,1280000
1652270790.5049,1288000,1288000
1652270790.5097,1352000,1352000
1652270790.5145,1360000,1360000
1652270790.5373,1264000,1264000
1652270790.5450,1280000,1280000
1652270790.5504,1280000,1280000
1652270790.5553,1272000,1272000
1652270790.5612,1264000,1264000
1652270790.5666,1280000,1280000
1652270790.5736,1320000,1320000
1652270790.5785,1328000,1328000
1652270790.5900,1288000,1288000
1652270790.5957,1296000,1296000
1652270790.6008,1360000,1360000
1652270790.6053,1368000,1368000
1652270790.6274,1280000,1280000
1652270790.6328,1288000,1288000
1652270790.6376,1344000,1344000
1652270790.6425,1360000,1360000
1652270790.6477,1336000,1336000
1652270790.6525,1352000,1352000
1652270790.6586,1352000,1352000
1652270790.6645,1344000,1344000
1652270790.6705,1352000,1352000
1652270790.6760,1368000,1368000
1652270790.6817,1368000,1368000
1652270790.6879,1376000,1376000
1652270790.6940,1368000,1368000
1652270790.7037,1384000,1384000
1652270790.7097,1384000,1384000
1652270790.7162,1376000,1376000
1652270790.7226,1376000,1376000
1652270790.7286,1360000,1360000
1652270790.7782,1128000,1128000
1652270790.7844,1192000,1192000
1652270790.7907,1208000,1208000
1652270790.7980,1216000,1216000
1652270790.8043,1192000,1192000
1652270790.8554,944000,944000
1652270790.8636,920000,920000
1652270790.8733,944000,944000
1652270790.8798,960000,960000
1652270790.8861,936000,936000
1652270790.9009,880000,880000
1652270790.9095,872000,872000
1652270790.9208,840000,840000
1652270790.9265,840000,840000
1652270790.9319,816000,816000
1652270790.9524,720000,720000
1652270790.9588,728000,728000
1652270790.9648,744000,744000
1652270790.9704,744000,744000
1652270790.9764,704000,704000
1652270791.0010,768000,768000
1652270791.0087,784000,784000
1652270791.0156,808000,808000
1652270791.0235,824000,824000
1652270791.0318,800000,800000
1652270791.0466,776000,776000
1652270791.0546,768000,768000
1652270791.0616,768000,768000
1652270791.0691,792000,792000
1652270791.0762,944000,944000
1652270791.0844,960000,960000
1652270791.0937,968000,968000
1652270791.1007,984000,984000
1652270791.1061,968000,968000
1652270791.1154,968000,968000
1652270791.1230,976000,976000
1652270791.1314,976000,976000
1652270791.1404,968000,968000
1652270791.1461,984000,984000
1652270791.1556,1008000,1008000
1652270791.1619,1024000,1024000
1652270791.1694,1024000,1024000
1652270791.1773,1040000,1040000
1652270791.1838,1024000,1024000
1652270791.1907,1016000,1016000
1652270791.1959,1048000,1048000
1652270791.2010,1120000,1120000
1652270791.2087,1128000,1128000
1652270791.2156,1112000,1112000
1652270791.2225,1112000,1112000
1652270791.2294,1112000,1112000
1652270791.2348,1112000,1112000
1652270791.2425,1136000,1136000
1652270791.2484,1184000,1184000
1652270791.2540,1192000,1192000
1652270791.2608,1208000,1208000
1652270791.2662,1216000,1216000
1652270791.2762,1216000,1216000
1652270791.2822,1184000,1184000
1652270791.2913,1208000,1208000
1652270791.3002,1240000,1240000
1652270791.3069,1256000,1256000
1652270791.3130,1264000,1264000
1652270791.3223,1232000,1232000
1652270791.3322,1224000,1224000
1652270791.3408,1216000,1216000
1652270791.3473,1216000,1216000
1652270791.3536,1232000,1232000
1652270791.3625,1224000,1224000
1652270791.3707,1240000,1240000
1652270791.3762,1256000,1256000
1652270791.3838,1256000,1256000
1652270791.3992,1232000,1232000
1652270791.4078,1240000,1240000
1652270791.4132,1256000,1256000
1652270791.4268,1216000,1216000
1652270791.4343,1216000,1216000
1652270791.4532,1184000,1184000
1652270791.4603,1184000,1184000
1652270791.4665,1168000,1168000
1652270791.4733,1136000,1136000
1652270791.4792,1168000,1168000
1652270791.4849,1168000,1168000
1652270791.4919,1168000,1168000
1652270791.4976,1160000,1160000
1652270791.5028,1176000,1176000
1652270791.5083,1184000,1184000
1652270791.5144,1224000,1224000
1652270791.5201,1216000,1216000
1652270791.5274,1200000,1200000
1652270791.5332,1208000,1208000
1652270791.5390,1224000,1224000
1652270791.5457,1256000,1256000
1652270791.5607,1232000,1232000
1652270791.5692,1216000,1216000
1652270791.5755,1216000,1216000
1652270791.5849,1224000,1224000
1652270791.5957,1216000,1216000
1652270791.6037,1224000,1224000
1652270791.6107,1224000,1224000
1652270791.6178,1216000,1216000
1652270791.6263,1216000,1216000
1652270791.6330,1224000,1224000
1652270791.6400,1216000,1216000
1652270791.6491,1200000,1200000
1652270791.6547,1248000,1248000
1652270791.6623,1248000,1248000
1652270791.6682,1264000,1264000
1652270791.6754,1240000,1240000
1652270791.6888,1248000,1248000
1652270791.6967,1248000,1248000
1652270791.7037,1304000,1304000
1652270791.7114,1296000,1296000
1652270791.7236,1264000,1264000
1652270791.7319,1256000,1256000
1652270791.7389,1296000,1296000
1652270791.7462,1264000,1264000
1652270791.7560,1248000,1248000
1652270791.7623,1256000,1256000
1652270791.7696,1232000,1232000
1652270791.7768,1208000,1208000
1652270791.7818,1216000,1216000
1652270791.7888,1224000,1224000
1652270791.7964,1216000,1216000
1652270791.8041,1192000,1192000
1652270791.8184,1192000,1192000
1652270791.8237,1208000,1208000
1652270791.8323,1208000,1208000
1652270791.8401,1200000,1200000
1652270791.8482,1200000,1200000
1652270791.8554,1216000,1216000
1652270791.8608,1232000,1232000
1652270791.8660,1240000,1240000
1652270791.8731,1216000,1216000
1652270791.8850,1208000,1208000
1652270791.8940,1216000,1216000
1652270791.9008,1200000,1200000
1652270791.9095,1200000,1200000
1652270791.9169,1208000,1208000
1652270791.9251,1192000,1192000
1652270791.9321,1184000,1184000
1652270791.9387,1184000,1184000
1652270791.9451,1216000,1216000
1652270791.9519,1232000,1232000
1652270791.9573,1232000,1232000
1652270791.9641,1232000,1232000
1652270791.9697,1216000,1216000
1652270791.9771,1224000,1224000
1652270791.9863,1232000,1232000
1652270791.9938,1240000,1240000
1652270792.0012,1224000,1224000
1652270792.0133,1216000,1216000
1652270792.0222,1216000,1216000
1652270792.0308,1192000,1192000
1652270792.0357,1200000,1200000
1652270792.0429,1224000,1224000
